date,productId,productName,quantity,unitPrice,totalAmount
2024-08-29,P001,Premium Headphones,20,142.91,2858.2
2024-05-26,P005,Gaming Mouse,16,59.6,953.6
2023-09-10,P009,Fitness Tracker,13,78.23,1016.99
2023-12-24,P006,Mechanical Keyboard,8,120.69,965.52
2023-02-17,P009,Fitness Tracker,11,84.03,924.33
2024-12-31,P008,Noise Cancelling Headphones,5,199.07,995.35
2023-02-17,P008,Noise Cancelling Headphones,20,187.41,3748.2
2024-04-06,P008,Noise Cancelling Headphones,2,186.34,372.68
2023-10-16,P005,Gaming Mouse,6,57.69,346.14
2023-11-21,P008,Noise Cancelling Headphones,20,195.13,3902.6
2024-02-27,P010,Bluetooth Speaker,18,64.31,1157.58
2024-05-27,P004,4K Action Camera,4,304.93,1219.72
2023-12-06,P002,Wireless Earbuds,4,90.51,362.04
2024-11-26,P004,4K Action Camera,10,291.58,2915.8
2023-02-06,P005,Gaming Mouse,1,60.42,60.42
2023-04-19,P005,Gaming Mouse,1,54.37,54.37
2024-10-23,P003,Smart Watch Pro,3,218.83,656.49
2024-06-20,P007,1080p Webcam,6,87.03,522.18
2023-01-31,P010,Bluetooth Speaker,19,65.99,1253.81
2024-02-13,P002,Wireless Earbuds,9,97.73,879.57
2023-04-06,P007,1080p Webcam,5,84.43,422.15
2024-05-19,P008,Noise Cancelling Headphones,6,183.48,1100.88
2024-10-11,P007,1080p Webcam,19,89.15,1693.85
2024-12-21,P001,Premium Headphones,6,161.35,968.1
2024-04-24,P008,Noise Cancelling Headphones,10,190.9,1909.0
2023-08-03,P004,4K Action Camera,14,270.55,3787.7
2024-07-04,P006,Mechanical Keyboard,19,127.87,2429.53
2024-06-13,P007,1080p Webcam,6,93.63,561.78
2024-08-07,P002,Wireless Earbuds,4,92.63,370.52
2024-02-23,P007,1080p Webcam,3,81.44,244.32
2023-12-20,P003,Smart Watch Pro,10,200.44,2004.4
2024-03-05,P006,Mechanical Keyboard,16,142.88,2286.08
2023-03-21,P007,1080p Webcam,10,84.33,843.3
2023-05-08,P006,Mechanical Keyboard,4,122.47,489.88
2024-05-08,P003,Smart Watch Pro,12,218.95,2627.4
2023-10-03,P010,Bluetooth Speaker,12,64.67,776.04
2024-09-25,P004,4K Action Camera,18,298.18,5367.24
2023-09-19,P009,Fitness Tracker,13,75.18,977.34
2024-09-10,P007,1080p Webcam,12,97.23,1166.76
2024-06-11,P008,Noise Cancelling Headphones,20,216.44,4328.8
2023-01-15,P005,Gaming Mouse,6,59.18,355.08
2024-05-19,P005,Gaming Mouse,19,54.75,1040.25
2024-10-11,P008,Noise Cancelling Headphones,19,204.41,3883.79
2024-01-22,P010,Bluetooth Speaker,12,59.41,712.92
2024-08-12,P001,Premium Headphones,2,148.76,297.52
2024-04-01,P009,Fitness Tracker,1,86.18,86.18
2024-08-17,P002,Wireless Earbuds,3,99.01,297.03
2023-07-06,P006,Mechanical Keyboard,13,141.76,1842.88
2023-12-03,P007,1080p Webcam,20,98.33,1966.6
2023-03-07,P009,Fitness Tracker,17,86.17,1464.89
2023-08-26,P004,4K Action Camera,14,276.87,3876.18
2023-02-04,P003,Smart Watch Pro,11,189.38,2083.18
2023-12-05,P003,Smart Watch Pro,14,212.84,2979.76
2023-12-02,P001,Premium Headphones,12,157.98,1895.76
2023-07-23,P005,Gaming Mouse,1,65.53,65.53
2024-05-13,P001,Premium Headphones,13,153.16,1991.08
2023-05-07,P005,Gaming Mouse,14,59.25,829.5
2023-11-17,P005,Gaming Mouse,20,54.77,1095.4
2024-06-08,P007,1080p Webcam,14,81.29,1138.06
2024-12-03,P007,1080p Webcam,3,96.35,289.05
2024-05-31,P001,Premium Headphones,13,141.53,1839.89
2023-09-18,P002,Wireless Earbuds,13,103.47,1345.11
2024-03-21,P003,Smart Watch Pro,19,211.76,4023.44
2024-09-06,P007,1080p Webcam,7,94.58,662.06
2023-02-07,P001,Premium Headphones,3,153.32,459.96
2023-03-16,P004,4K Action Camera,2,281.59,563.18
2023-05-02,P006,Mechanical Keyboard,6,129.93,779.58
2024-10-07,P003,Smart Watch Pro,15,216.14,3242.1
2023-05-07,P003,Smart Watch Pro,1,192.5,192.5
2023-09-30,P001,Premium Headphones,12,138.39,1660.68
2023-12-06,P009,Fitness Tracker,9,74.59,671.31
2024-01-28,P003,Smart Watch Pro,16,200.35,3205.6
2023-11-11,P002,Wireless Earbuds,20,107.45,2149.0
2023-10-17,P004,4K Action Camera,6,282.19,1693.14
2024-12-10,P006,Mechanical Keyboard,14,137.45,1924.3
2023-08-04,P005,Gaming Mouse,19,62.68,1190.92
2024-06-03,P008,Noise Cancelling Headphones,10,191.63,1916.3
2023-12-11,P009,Fitness Tracker,15,82.27,1234.05
2024-11-12,P003,Smart Watch Pro,12,212.46,2549.52
